Comune;Provincia;Denominazione struttura;Categoria;Classificazione;Id struttura;Indirizzo;CAP;Sigla provincia;Frazione;Localita;Posta elettronica;Telefono;FAX;Indirizzo internet;Camere;Suite;Letti;Bagni;Prima colazione;In abitato;Sul lago;Vicino eliporto;Vicino aereoporto;Zona centrale;Vicino impianto risalita;Zona periferica;Zona stazione FS;Attrezzature;Carte di pagamento accettate;Lingue;Attrezzature sportive;Attrezzature congressi;Longitudine;Latitudine
CADEGLIANO-VICONAGO;VARESE;ALBERGO RISTORANTE STAMPA;Alberghiere;Alberghi 2 stelle;197290751;VIA STAMPA 3;21031;VA;;Viconago;info@albergostampa.com;0332.591152;0332.591152;www.albergostampa.com;13;0;25;13;Si;Si;No;No;No;No;No;No;No;Ristorante,Bar,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Parcheggio custodito,Custodia valori in cassaforte,Estintori,Access. diversamente abili parziale;Visa,Master Card,Maestro,Eurocard;Inglese,Francese;Piscina scoperta;;8.83914888;45.96711013
CADREZZATE;VARESE;HOTEL LA LOCANDA;Alberghiere;Alberghi 3 stelle;308534091;PIAZZA GARIBALDI 61;21020;VA;;;info@hotellocanda.it;0331.910003;0331.910844;www.hotellocanda.it;24;0;46;26;No;No;Si;No;Si;Si;No;No;Si;Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Estintori,WI-FI in aree comuni;American express,Visa,Master Card,Diners,Maestro;Inglese,Francese,Spagnolo,Tedesco,Rumeno;Equitazione;;8.64362913;45.7973231
CADREZZATE;VARESE;RESIDENCE MILLENNIUM;Alberghiere;Residenze turistico alberghiere 3 stelle;302025721;VIA FERMI 479;21020;VA;;;mm.squizzato@tiscali.it;0331.953101;0331.953101;www.millenniumresidence.it;26;0;52;26;No;Si;Si;No;No;No;No;Si;No;Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Lavaggio e stiratura biancheria,Parcheggio non custodito,Parco o giardino,Riscaldamento,Spiaggia privata;American express,Visa,Master Card,CartaSi;Inglese,Francese,Tedesco,Olandese,Rumeno;;;8.63074922;45.80139629
CAIRATE;VARESE;B&B LA CANONICA;Alloggi privati in affitto;Bed & Breakfast;335871355;VIA JESI 3;21050;VA;;;;;;www.beb-lacanonica.com;1;0;2;1;No;No;No;No;Si;Si;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Parco o giardino,Posto auto,Sala televisione separata;;Inglese,Francese;;;8.87321302;45.69062626
CAIRATE;VARESE;LA LOCANDA AL PONTE;Complementari;Locande;325850197;VIA PER ABBIATE 8;21050;VA;;;lalocandaalponte@virgilio.it;0331.360053;0331.810996;www.lacucinarte.it;6;0;12;6;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Ascensore,Lavaggio e stiratura biancheria,Parco o giardino,Somministrazione alimenti,Somministrazione bevande,Somministrazione alcolici;;Inglese,Indiano;;;8.88637055;45.6883028
CANTELLO;VARESE;ALBERGO RISTORANTE MADONNINA;Alberghiere;Alberghi 3 stelle;197290755;LARGO LANFRANCO DA LIGURNO 1;21050;VA;;LIGURNO;info@madonnina.it;0332.417731;0332.418403;www.madonnina.it;26;2;51;26;No;Si;No;No;No;No;No;No;No;Ascensore,Ristorante,Bar,Sala lettura separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata non centralizzata,Access. diversamente abili totale,Estintori,Piscina scoperta;American express,Visa,Master Card,Diners,Maestro,Bancomat,CartaSi,AmexCo;Inglese,Francese,Spagnolo,Tedesco;;Numero sale congressi 1,Congressi capacita' Min 2,Congressi capacita' Max 80;8.90158376;45.82425122
CANTELLO;VARESE;HOTEL GONZAGA;Alberghiere;Alberghi 3 stelle;197290756;VIA DEI BIANCOSPINI 2/A;21050;VA;;;barca.lorenzo@libero.it;0332.417012;0332.418012;www.hotelgonzaga.net;23;0;45;23;No;Si;No;No;No;No;No;No;No;Ascensore,Ristorante,Ristorante vegetariano,Bar,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Estintori;Tutte;Inglese,Francese,Spagnolo;;;8.90921921;45.83441549
CANTELLO;VARESE;IMPERO HOTEL BEAUTY & SPA;Alberghiere;Alberghi 3 stelle;301132712;VIA LUGANO;21050;VA;;CANTELLO;info@imperohotel.it;0332.418006;0332.1800421;www.imperhotel.it;16;0;26;16;No;No;No;No;No;No;No;No;No;Ascensore,Ristorante,Bar,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Autorimessa,Custodia valori in cassaforte,Aria condizionata non centralizzata,Estintori,Access. diversamente abili parziale,Fitness/centro salute;Visa,Master Card,Diners,Citibank,Bank Americard,Tutte,Maestro,Bancomat,Eurocard,CartaSi,JTB,JBC,JCB,AmexCo,Carta Moneta,Masterchange,BAC,Key Client,JCV,EDC,Carte Blanche,Top Card,MobilMat,Visa Electron;Inglese,Francese;;;8.9098088;45.83725043
CANTELLO;VARESE;RISTORANTE PIZZERIA EDEN S.N.C.;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;197290634;VIA ELVEZIA 39;21050;VA;;Gaggiolo;;;;;4;0;12;2;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Accettazione animali domestici,Somministrazione alimenti,Somministrazione bevande,Somministrazione alcolici;;Inglese,Francese,Tedesco;;;8.91028269;45.83954593
CARDANO AL CAMPO;VARESE;AIR B&B;Alloggi privati in affitto;Bed & Breakfast;300001558;VIA LAZZARETTO 16;21010;VA;;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a vetture private,Posto auto,Sala televisione separata;;Inglese;;;8.77110516;45.63840202
CARDANO AL CAMPO;VARESE;B&B DORMOUSE;Alloggi privati in affitto;Bed & Breakfast;356219406;VIA SAN GIUSEPPE 26;21010;VA;;;;;;;2;0;2;2;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici;;Inglese;;;8.77179905;45.64064816
CARDANO AL CAMPO;VARESE;B&B IL CODIROSSO;Alloggi privati in affitto;Bed & Breakfast;197290653;VIA BELLINI 40 L;21100;VA;;;;;;;1;0;2;2;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale;;Inglese;;;8.76490843;45.64663764
CARDANO AL CAMPO;VARESE;B&B LA LIBELLULA;Alloggi privati in affitto;Bed & Breakfast;197290760;VIA BRUNO FERRAZZI 14;21010;VA;;;;;;;2;0;6;2;No;No;No;No;Si;No;No;Si;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Parco o giardino,Posto auto,Sala televisione separata;;Inglese,Francese;;;8.77940495;45.6488026
CARDANO AL CAMPO;VARESE;B&B MOONROSE;Alloggi privati in affitto;Bed & Breakfast;301244245;VIA FALCONE E BORSELLINO 18;21010;VA;;;;;;www.moonrose.it;3;0;5;4;No;No;No;No;Si;No;No;Si;No;Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Autorimessa,Parco o giardino,Posto auto;;Inglese,Francese,Spagnolo,Tedesco;;;8.7688898;45.6367589
CARDANO AL CAMPO;VARESE;B&B TIZIANO;Alloggi privati in affitto;Bed & Breakfast;197290725;VIA MINCIO 15;21010;VA;;;;;;;2;0;4;2;No;No;No;No;No;Si;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accettazione animali domestici,Aria condizionata,Parco o giardino;;Inglese,Francese;;;8.76604208;45.64108722
CARDANO AL CAMPO;VARESE;B&B VILLA EDEN;Alloggi privati in affitto;Bed & Breakfast;133549120;VIA GIOVANNI XIII 173;21010;VA;;;;;;;2;0;3;3;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a vetture private,Parco o giardino,Posto auto;;;;;8.75870229;45.65297437
CARDANO AL CAMPO;VARESE;BED AND BREAKFAST D&D;Alloggi privati in affitto;Bed & Breakfast;197290652;VIA ADIGE 100;21010;VA;;;;;;www.bnbdaniaedavide.it;2;0;9;2;No;No;No;No;Si;No;No;Si;No;Access. diversamente abili parziale,Accesso a vetture private,Bar,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese;;;8.76476949;45.63382935
CARDANO AL CAMPO;VARESE;BEST WESTERN HOTEL CAVALIERI DELLA CORONA;Alberghiere;Alberghi 4 stelle;197290757;VIA BAROLDO 12;21010;VA;;;info@cavalieridellacorona.com;0331.730350;0331.730348;www.cavalieridellacorona.com;176;32;354;183;No;No;No;No;No;No;No;No;No;Ascensore,Ristorante,Bar,Parco o giardino,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Servizi baby sitting,Custodia valori in cassaforte,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Estintori,Jacuzzi/Idromassaggio,WI-FI in aree comuni,SKY,Piscina coperta,Fitness/centro salute;American express,Visa,Master Card,Diners,Maestro,Eurocard,JCB,AmexCo,JCV;Inglese,Francese,Spagnolo,Tedesco;Fitness/centro salute,Piscina coperta;Numero sale congressi 5,Congressi capacita' Min 2,Congressi capacita' Max 160;8.75847793;45.64338497
CARDANO AL CAMPO;VARESE;DADO RANCH;Alloggi privati in affitto;Bed & Breakfast;321762598;VIA PER CASORATE 32;21010;VA;;;;;;www.dadoranch.com;2;0;5;2;No;No;No;No;Si;No;No;Si;Si;Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Autorimessa,Parco o giardino,Posto auto;;Inglese,Francese,Spagnolo;;;8.75858075;45.65649494
CARDANO AL CAMPO;VARESE;EVERGREEN;Alloggi privati in affitto;Bed & Breakfast;197290719;VIA DEL DOSSO 7;21010;VA;;;;;;w.evergreenitalia.com;3;0;6;3;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Parco o giardino,Posto auto;;Inglese,Francese,Spagnolo;;;8.77022274;45.63757977
CARDANO AL CAMPO;VARESE;HOTEL ASCOT LODGING;Alberghiere;Alberghi 2 stelle;197290758;VIA DELL'ONGARO 48;21010;VA;;;info@ascotlodging.it;0331.262926;0331.262911;www.ascotlodging.com;20;0;40;20;No;No;No;No;Si;No;No;No;No;Ascensore,Bar,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata non centralizzata,Estintori,Access. diversamente abili parziale;American express,Visa,Master Card,Diners,Tutte,Bancomat,CartaSi,JCB,AmexCo;Inglese,Francese,Spagnolo,Tedesco;;;8.76113691;45.64458333
CARDANO AL CAMPO;VARESE;HOTEL CARDANO;Alberghiere;Alberghi 4 stelle;197290759;VIA AL CAMPO 10;21010;VA;;MALPENSA;info@cardanohotel.com;0331.261011;0331.730829;www.cardanohotel.com;60;13;132;60;Si;No;No;No;No;Si;No;No;No;Ascensore,Ristorante,Bar,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Aria condizionata centralizzata,Access. diversamente abili totale,Estintori,WI-FI in aree comuni;American express,Visa,Master Card,Tutte;Inglese,Francese,Spagnolo;;;8.76717836;45.64235854
CARDANO AL CAMPO;VARESE;HOTEL VISCONTI;Alberghiere;Alberghi 3 stelle;197290704;VIA GRAN PARADISO 16;21010;VA;;;hotel-visconti@hotel-visconti.com;0331.733196;0331.262987;www.hotel-visconti.com;8;0;15;9;No;No;No;No;No;No;No;No;No;Ascensore,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accesso a mezzi pubblici,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Discoteca,Aria condizionata non centralizzata,Estintori,Access. diversamente abili parziale;Visa,Master Card,Maestro,Bancomat,JCB,Carta Moneta,Visa Electron;Inglese,Francese,Spagnolo,Tedesco;;;8.76493365;45.65655556
CARDANO AL CAMPO;VARESE;IBIS MILANO MALPENSA AEROPORTO;Alberghiere;Alberghi 3 stelle;327699330;VIA AL CAMPO 100;21010;VA;;;h5141@accor.com;0331.1834711;;www.ibis.com;188;0;376;189;No;Si;No;No;Si;No;No;No;Si;Ascensore,Ristorante,Ristorante vegetariano,Bar,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Estintori,WI-FI in aree comuni;Visa,Master Card,Diners,Tutte,JCB,AmexCo;Inglese,Francese,Spagnolo,Tedesco;;Numero sale congressi 6,Congressi capacita' Min 2,Congressi capacita' Max 150;8.75991725;45.64257667
CARDANO AL CAMPO;VARESE;I DUE NOCI;Alloggi privati in affitto;Bed & Breakfast;197290611;VIA AMALFI 7;21010;VA;;CUORICINO;;;;www.bedandbreakfast-iduenoci.it;1;0;2;1;No;No;No;No;Si;No;No;Si;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Autorimessa,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese;;;8.77394479;45.65377814
CARDANO AL CAMPO;VARESE;IL VOLO MALPENSA;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;303327772;VIA TRIDENTINA 29;21010;VA;;;;;;;3;0;6;3;Si;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Parco o giardino,Somministrazione alimenti,Somministrazione bevande,Somministrazione alcolici;;Inglese;;;8.77634738;45.6514239
CARDANO AL CAMPO;VARESE;LA CASA DI BENNY;Alloggi privati in affitto;Bed & Breakfast;316781006;VIA PARMA 9;21010;VA;;;;;;www.lacasadibenny.weebly.com;3;0;7;3;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Parco o giardino,Sala televisione separata;;Inglese,Francese,Spagnolo;;;8.77054924;45.63742477
CARDANO AL CAMPO;VARESE;LA PIAZZETTA DEGLI ARCHI;Alloggi privati in affitto;Bed & Breakfast;133549127;VIA DON LUIGI STURZO 2;21010;VA;;;;;;;3;0;6;3;No;No;No;No;Si;Si;No;No;No;Access. diversamente abili parziale,Aria condizionata,Posto auto;;Inglese;;;8.77174102;45.64370647
CARDANO AL CAMPO;VARESE;LA SIESTA;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;302971515;VIALE EUROPA OVEST 21;21010;VA;;;;;;www.lasiestabedresidence.com;6;0;12;9;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Autorimessa,Lavaggio e stiratura biancheria,Sala televisione separata,Somministrazione alimenti,Somministrazione bevande;;Inglese,Francese;;;8.7641238;45.6435802
CARDANO AL CAMPO;VARESE;MALPENSA HOUSE 2;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;197290706;VIA GALILEI 10;21010;VA;;;;;;www.malpensahouse.com;4;0;8;4;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Autorimessa;;Inglese,Francese;;;8.76127942;45.64199106
CARDANO AL CAMPO;VARESE;MALPENSA HOUSE 3;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;197290662;VIA GALILEI 10;21010;VA;;;;;;www.malpensahouse3.com;3;0;10;3;No;No;No;No;No;No;No;No;No;;;;;;8.76127942;45.64199106
CARDANO AL CAMPO;VARESE;MALPENSA MULTISERVICETRE;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;341947397;VIA PER CASORATE 9/D;21010;VA;;;;;;www.malpensamultiservice.com;3;0;7;0;Si;No;No;No;No;No;No;No;No;Autorimessa,Cucina di uso comune,Parco o giardino,Sala televisione separata;;Inglese,Francese,Spagnolo;;;8.75984269;45.65463795
CARDANO AL CAMPO;VARESE;MXPROOMS GUEST HOUSE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;389920250;VIA DELL'ONGARO 8;21010;VA;;;;;;www.mxp-rooms.it;18;0;29;5;No;No;No;No;No;No;No;No;No;;American express,Master Card,Bancomat;;;;8.7640929;45.64567204
CARDANO AL CAMPO;VARESE;NOVOTEL MILANO MALPENSA AEROPORTO;Alberghiere;Alberghi 4 stelle;197290705;VIA AL CAMPO 99;21010;VA;;;h3458-gl@accor.com;0331.266611;0331.730595;www.novotel.com;208;6;422;209;No;No;No;No;No;No;No;No;No;Ascensore,Ristorante,Bar,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Parcheggio custodito,Autorimessa,Lavaggio e stiratura biancheria,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Estintori,Area fumatori,WI-FI in aree comuni;Visa,Diners,Tutte,CartaSi,JCB,AmexCo;Inglese,Francese,Spagnolo,Tedesco;;Numero sale congressi 6,Congressi capacita' Min 2,Congressi capacita' Max 200;8.75990973;45.64257531
CARNAGO;VARESE;B&B VILLA IDA;Alloggi privati in affitto;Bed & Breakfast;357328500;VIA VITTORIO VENETO 21;21040;VA;;;;;;www.villaida.eu;2;0;5;2;No;No;No;No;Si;Si;No;No;Si;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Parco o giardino,Posto auto,Sala televisione separata;;Inglese,Francese,Spagnolo;;;8.83342229;45.72621737
CARNAGO;VARESE;BED&BREAKFAST VILLA FONTANA;Alloggi privati in affitto;Bed & Breakfast;385364295;VIA DELLA FONTANA 27;21040;VA;;;;;;www.bbvillafontana.it;3;0;9;1;No;No;No;No;No;No;No;Si;No;Parco o giardino,Sala televisione separata;;;;;8.8370918;45.7194473
CARONNO PERTUSELLA;VARESE;BBCARONNO;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;322233187;VIA ROMA 3;21042;VA;;;;;;www.bbcaronno.com;1;0;3;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Ascensore,Autorimessa;;Inglese,Tedesco;;;9.04517978;45.59769743
CARONNO PERTUSELLA;VARESE;HOTEL DEL PONTE;Alberghiere;Alberghi 3 stelle;197290763;VIA ENRICO TOTI 417;21042;VA;;;info@hoteldelponte.it;02.96451732;;www.hotel-delponte.it;10;0;20;11;Si;No;No;No;No;No;No;No;Si;Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Trasporto clienti stazione,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Estintori,Access. diversamente abili parziale;Visa,Master Card,Tutte;Inglese,Francese,Spagnolo,Tedesco;;;9.05939549;45.59419752
CASALE LITTA;VARESE;B&B AL CASTELLO;Alloggi privati in affitto;Bed & Breakfast;302348386;VICOLO SAN FRANCESCO 19;21020;VA;;;;;;www.bebalcastello.eu;1;0;2;1;No;No;No;No;Si;Si;No;No;Si;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Autorimessa,Parco o giardino,Posto auto;Visa,Master Card,CartaSi;Inglese,Spagnolo;;;8.7398759;45.7675015
CASALE LITTA;VARESE;PASQUE';Complementari;Alloggi Agrituristici;197290764;VIA PRIMO MAGGIO 11;21020;VA;;;;;;;9;0;17;11;Si;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Estintori,Riscaldamento;;;;;8.734845;45.77793276
CASALZUIGNO;VARESE;ANTICO BORGO SANDA;Alloggi privati in affitto;Bed & Breakfast;197290766;VIA SANDA 16;21030;VA;;;;;;www.borgosanda.com;2;0;6;2;No;No;No;No;No;No;No;No;No;Parco o giardino;;Inglese,Francese;;;8.70723145;45.90699222
CASALZUIGNO;VARESE;B&B IL CORTILE;Alloggi privati in affitto;Bed & Breakfast;197290765;VIA LIBERTA' 87;21030;VA;;;;;;www.ilcortile.biz;3;0;6;2;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Parco o giardino;;Inglese,Tedesco;;;8.70218596;45.9039981
CASCIAGO;VARESE;LA CASA DI PAMELA;Alloggi privati in affitto;Bed & Breakfast;384715547;VIA FRATELLI BANDIERA 3;21020;VA;;;;;;www.lacasadipamela.com;3;0;5;3;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Aria condizionata,Parco o giardino,Posto auto,Sala televisione separata;American express,Visa,Master Card,Diners,Maestro,Bancomat,CartaSi;Inglese,Francese,Spagnolo,Tedesco;;;8.77774106;45.82673165
CASCIAGO;VARESE;VILLA CAMPO DEI FIORI B&B;Alloggi privati in affitto;Bed & Breakfast;384645802;VIA DELLA PIANA 6;21020;VA;MOROSOLO;;;;;;2;0;4;3;No;No;No;No;No;No;No;Si;No;Accettazione animali domestici,Parco o giardino,Sala televisione separata;Visa,Master Card;Inglese,Spagnolo,Tedesco;;;8.76182753;45.82809796
CASORATE SEMPIONE;VARESE;B&B I CASTAGNI;Alloggi privati in affitto;Bed & Breakfast;197290624;VIA ADUA 18;21011;VA;;;;;;www.icastagni-bb.it;2;0;4;2;No;No;No;No;Si;Si;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Aria condizionata,Parco o giardino,Posto auto;American express,Visa,Master Card;Inglese,Francese,Spagnolo,Tedesco;;;8.737033;45.674391
CASORATE SEMPIONE;VARESE;B&B IL CORTILE MALPENSA;Alloggi privati in affitto;Bed & Breakfast;197290696;VIA TORINO 63;21011;VA;;;;;;www.ilcortilecasorate.it;2;0;4;0;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Parco o giardino,Sala televisione separata;;Inglese,Francese;;;8.73903992;45.67347489
CASORATE SEMPIONE;VARESE;B&B IL POGGIO;Alloggi privati in affitto;Bed & Breakfast;197290769;VIA SAN MARTINO 11;21011;VA;;;;;;www.ilpoggiodiste.it;1;0;4;1;No;No;No;No;Si;No;No;Si;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Aria condizionata,Autorimessa,Parco o giardino,Posto auto,Sala televisione separata;;Inglese,Francese,Spagnolo;;;8.7393946;45.6676659
CASORATE SEMPIONE;VARESE;HOTEL OSTERIA DELLA PISTA;Alberghiere;Alberghi 4 stelle;197290767;VIA VERBANO 1;21011;VA;;;hotel@osteriadellapista.com;0331.295054;0331.764919;www.osteriadellapista.com;30;2;64;32;No;Si;No;No;No;No;No;No;Si;Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Accettazione animali domestici,Servizio congressi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Estintori,WI-FI in aree comuni,Access. diversamente abili parziale;Visa,Diners,Tutte,Bancomat,CartaSi,AmexCo;Inglese,Francese,Spagnolo,Tedesco;;Numero sale congressi 1,Congressi capacita' Min 2,Congressi capacita' Max 50;8.74011761;45.67416748
